"rules","support","confidence","coverage","lift","count"
"10543","{YouthBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10544","{YouthBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10545","{YouthBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10546","{YouthBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10547","{YouthBks=[0,1],DoItYBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10548","{YouthBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10549","{DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"10550","{YouthBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"10551","{YouthBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10552","{YouthBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10553","{YouthBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10554","{YouthBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10555","{YouthBks=[0,1],DoItYBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10556","{YouthBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10557","{DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"10558","{YouthBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"10559","{YouthBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10560","{YouthBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10561","{YouthBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10562","{YouthBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10563","{YouthBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10564","{YouthBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10565","{RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"10566","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10567","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10568","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10569","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10570","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10571","{CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10572","{CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10573","{DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"10574","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"10575","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10576","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10577","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10578","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10579","{CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10580","{CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10581","{DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"10582","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"10583","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10584","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10585","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10586","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10587","{CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10588","{CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10589","{DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"10590","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"10591","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10592","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10593","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10594","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10595","{CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10596","{CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10597","{DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"10598","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"10599","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10600","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10601","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10602","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10603","{CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10604","{CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10605","{DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"10606","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"10607","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10608","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10609","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10610","{CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10611","{CookBks=[0,1],DoItYBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10612","{CookBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10613","{DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"10614","{CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"10615","{CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10616","{CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10617","{CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10618","{CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10619","{CookBks=[0,1],DoItYBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10620","{CookBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10621","{DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"10622","{CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"10623","{CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10624","{CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10625","{CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10626","{CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10627","{CookBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10628","{CookBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10629","{RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"10630","{DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"10631","{DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],Florence=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10632","{DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10633","{DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10634","{DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10635","{DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10636","{DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10637","{RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1],ItalArt=[0,1],Florence=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10638","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10639","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10640","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10641","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10642","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10643","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10644","{ChildBks=[0,1],YouthBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"10645","{ChildBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"10646","{YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalAtlas=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"10647","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10648","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalArt=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10649","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10650","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10651","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10652","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10653","{ChildBks=[0,1],YouthBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"10654","{ChildBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"10655","{YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],ItalArt=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"10656","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1]} => {Florence=[0,1]}",1,1,1,1,2000
"10657","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],Florence=[0,1]} => {ItalCook=[0,1]}",1,1,1,1,2000
"10658","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
"10659","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {ArtBks=[0,1]}",1,1,1,1,2000
"10660","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {RefBks=[0,1]}",1,1,1,1,2000
"10661","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {DoItYBks=[0,1]}",1,1,1,1,2000
"10662","{ChildBks=[0,1],YouthBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {CookBks=[0,1]}",1,1,1,1,2000
"10663","{ChildBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {YouthBks=[0,1]}",1,1,1,1,2000
"10664","{YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalCook=[0,1],Florence=[0,1]} => {ChildBks=[0,1]}",1,1,1,1,2000
"10665","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalAtlas=[0,1]} => {ItalArt=[0,1]}",1,1,1,1,2000
"10666","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],GeogBks=[0,1],ItalArt=[0,1]} => {ItalAtlas=[0,1]}",1,1,1,1,2000
"10667","{ChildBks=[0,1],YouthBks=[0,1],CookBks=[0,1],DoItYBks=[0,1],RefBks=[0,1],ArtBks=[0,1],ItalAtlas=[0,1],ItalArt=[0,1]} => {GeogBks=[0,1]}",1,1,1,1,2000
